agent_id,state,age_group,x,y,household_id,home_x,home_y,work_x,work_y,current_location_type
46,Susceptible,adult,12,15,H_11,12,15,2,16,home
47,Vaccinated,adult,12,15,H_11,12,15,10,5,home
48,Susceptible,adult,0,2,H_12,0,2,11,15,home
49,Vaccinated,senior,0,2,H_12,0,2,12,8,home
50,Susceptible,child,0,2,H_12,0,2,5,5,home
51,Susceptible,adult,0,2,H_12,0,2,14,16,home
52,Susceptible,adult,10,12,H_13,10,12,4,15,home
53,Susceptible,adult,10,12,H_13,10,12,1,19,home
54,Susceptible,senior,10,12,H_13,10,12,3,8,home
55,Susceptible,adult,10,12,H_13,10,12,16,7,home
56,Susceptible,adult,19,2,H_14,19,2,7,12,home
57,Susceptible,adult,19,2,H_14,19,2,2,16,home
58,Susceptible,adult,19,2,H_14,19,2,12,7,home
59,Vaccinated,senior,19,2,H_14,19,2,0,15,home
60,Susceptible,child,8,8,H_15,8,8,15,15,home
61,Vaccinated,adult,8,8,H_15,8,8,12,5,home
62,Susceptible,child,8,8,H_15,8,8,5,5,home
63,Susceptible,adult,8,8,H_15,8,8,0,5,home
64,Susceptible,adult,13,17,H_16,13,17,12,16,home
65,Susceptible,adult,13,17,H_16,13,17,11,1,home
66,Susceptible,adult,13,17,H_16,13,17,16,5,home
67,Susceptible,adult,13,17,H_16,13,17,1,1,home
68,Susceptible,adult,15,18,H_17,15,18,12,12,home
69,Susceptible,adult,15,18,H_17,15,18,6,3,home
70,Vaccinated,adult,15,18,H_17,15,18,18,13,home
71,Susceptible,adult,15,18,H_17,15,18,7,17,home
72,Susceptible,child,15,4,H_18,15,4,5,5,home
73,Susceptible,adult,15,4,H_18,15,4,9,0,home
74,Susceptible,child,15,4,H_18,15,4,15,15,home
75,Susceptible,child,15,4,H_18,15,4,15,15,home
76,Susceptible,child,3,13,H_19,3,13,5,5,home
77,Susceptible,senior,3,13,H_19,3,13,9,16,home
78,Susceptible,adult,3,13,H_19,3,13,4,13,home
79,Susceptible,adult,3,13,H_19,3,13,12,4,home
80,Susceptible,adult,11,18,H_20,11,18,19,0,home
81,Susceptible,child,11,18,H_20,11,18,5,5,home
82,Susceptible,adult,11,18,H_20,11,18,1,10,home
83,Susceptible,adult,11,18,H_20,11,18,11,7,home
84,Susceptible,child,18,0,H_21,18,0,15,15,home
85,Susceptible,adult,18,0,H_21,18,0,13,12,home
86,Susceptible,adult,18,0,H_21,18,0,16,3,home
87,Susceptible,adult,18,0,H_21,18,0,19,15,home
88,Susceptible,senior,15,3,H_22,15,3,16,1,home
89,Susceptible,child,15,3,H_22,15,3,5,5,home
90,Susceptible,adult,15,3,H_22,15,3,2,7,home
91,Vaccinated,adult,15,3,H_22,15,3,2,17,home
92,Vaccinated,child,5,18,H_23,5,18,5,5,home
93,Vaccinated,senior,5,18,H_23,5,18,17,1,home
94,Susceptible,senior,5,18,H_23,5,18,0,10,home
95,Susceptible,adult,5,18,H_23,5,18,15,17,home
96,Susceptible,senior,11,2,H_24,11,2,3,17,home
97,Vaccinated,adult,11,2,H_24,11,2,16,8,home
98,Susceptible,adult,11,2,H_24,11,2,14,6,home
99,Susceptible,adult,11,2,H_24,11,2,2,19,home
