agent_id,state,age_group,x,y,household_id,home_x,home_y,work_x,work_y,current_location_type
68,Susceptible,adult,9,6,H_17,9,6,15,10,home
69,Susceptible,adult,9,6,H_17,9,6,18,3,home
70,Vaccinated,senior,9,6,H_17,9,6,8,7,home
71,Susceptible,adult,9,6,H_17,9,6,0,12,home
72,Susceptible,adult,6,12,H_18,6,12,8,8,home
73,Susceptible,adult,6,12,H_18,6,12,3,6,home
74,Susceptible,child,6,12,H_18,6,12,5,5,home
75,Susceptible,child,6,12,H_18,6,12,15,15,home
76,Susceptible,senior,0,11,H_19,0,11,18,17,home
77,Susceptible,adult,0,11,H_19,0,11,6,15,home
78,Susceptible,adult,0,11,H_19,0,11,0,12,home
79,Susceptible,adult,0,11,H_19,0,11,5,11,home
80,Susceptible,child,12,2,H_20,12,2,5,5,home
81,Susceptible,adult,12,2,H_20,12,2,0,8,home
82,Susceptible,adult,12,2,H_20,12,2,12,11,home
83,Susceptible,child,12,2,H_20,12,2,5,5,home
84,Susceptible,child,17,10,H_21,17,10,5,5,home
85,Susceptible,child,17,10,H_21,17,10,5,5,home
86,Susceptible,adult,17,10,H_21,17,10,3,3,home
87,Susceptible,adult,17,10,H_21,17,10,13,2,home
88,Susceptible,senior,12,10,H_22,12,10,8,10,home
89,Susceptible,child,12,10,H_22,12,10,5,5,home
90,Susceptible,child,12,10,H_22,12,10,5,5,home
91,Vaccinated,adult,12,10,H_22,12,10,10,15,home
92,Vaccinated,adult,1,12,H_23,1,12,12,9,home
93,Vaccinated,senior,1,12,H_23,1,12,2,15,home
94,Susceptible,senior,1,12,H_23,1,12,18,7,home
95,Susceptible,adult,1,12,H_23,1,12,18,16,home
96,Susceptible,adult,1,15,H_24,1,15,12,1,home
97,Vaccinated,child,1,15,H_24,1,15,15,15,home
98,Susceptible,senior,1,15,H_24,1,15,8,3,home
99,Susceptible,child,1,15,H_24,1,15,15,15,home
