agent_id,state,age_group,x,y,household_id,home_x,home_y,work_x,work_y,current_location_type
67,Susceptible,adult,2,12,H_16,2,12,11,5,home
68,Susceptible,adult,2,2,H_17,2,2,3,3,home
69,Susceptible,child,2,2,H_17,2,2,5,5,home
70,Vaccinated,adult,2,2,H_17,2,2,2,6,home
71,Susceptible,child,2,2,H_17,2,2,5,5,home
72,Susceptible,adult,5,19,H_18,5,19,15,9,home
73,Susceptible,child,5,19,H_18,5,19,15,15,home
74,Susceptible,adult,5,19,H_18,5,19,12,7,home
75,Susceptible,senior,5,19,H_18,5,19,15,17,home
76,Susceptible,child,2,15,H_19,2,15,5,5,home
77,Susceptible,senior,2,15,H_19,2,15,2,18,home
78,Susceptible,adult,2,15,H_19,2,15,16,5,home
79,Susceptible,adult,2,15,H_19,2,15,7,10,home
80,Susceptible,adult,12,11,H_20,12,11,5,4,home
81,Susceptible,senior,12,11,H_20,12,11,16,4,home
82,Susceptible,child,12,11,H_20,12,11,15,15,home
83,Susceptible,adult,12,11,H_20,12,11,8,10,home
84,Susceptible,child,19,6,H_21,19,6,15,15,home
85,Susceptible,adult,19,6,H_21,19,6,5,11,home
86,Susceptible,adult,19,6,H_21,19,6,6,14,home
87,Susceptible,adult,19,6,H_21,19,6,15,11,home
88,Susceptible,senior,2,4,H_22,2,4,13,0,home
89,Susceptible,adult,2,4,H_22,2,4,7,15,home
90,Susceptible,senior,2,4,H_22,2,4,9,18,home
91,Vaccinated,adult,2,4,H_22,2,4,11,14,home
92,Vaccinated,senior,15,18,H_23,15,18,19,9,home
93,Vaccinated,adult,15,18,H_23,15,18,2,0,home
94,Susceptible,senior,15,18,H_23,15,18,6,14,home
95,Susceptible,child,15,18,H_23,15,18,5,5,home
96,Susceptible,adult,7,18,H_24,7,18,15,13,home
97,Vaccinated,senior,7,18,H_24,7,18,15,17,home
98,Susceptible,adult,7,18,H_24,7,18,1,14,home
99,Susceptible,child,7,18,H_24,7,18,5,5,home
