agent_id,state,age_group,x,y,household_id,home_x,home_y,work_x,work_y,current_location_type
55,Susceptible,child,14,11,H_13,14,11,5,5,home
56,Susceptible,child,2,18,H_14,2,18,15,15,home
57,Susceptible,senior,2,18,H_14,2,18,9,12,home
58,Susceptible,adult,2,18,H_14,2,18,8,12,home
59,Vaccinated,adult,2,18,H_14,2,18,0,0,home
60,Susceptible,senior,8,18,H_15,8,18,7,7,home
61,Vaccinated,adult,8,18,H_15,8,18,18,1,home
62,Susceptible,adult,8,18,H_15,8,18,13,6,home
63,Susceptible,child,8,18,H_15,8,18,5,5,home
64,Susceptible,adult,2,18,H_16,2,18,10,5,home
65,Susceptible,senior,2,18,H_16,2,18,14,5,home
66,Susceptible,adult,2,18,H_16,2,18,12,16,home
67,Susceptible,child,2,18,H_16,2,18,5,5,home
68,Susceptible,adult,19,17,H_17,19,17,12,14,home
69,Susceptible,adult,19,17,H_17,19,17,15,0,home
70,Vaccinated,adult,19,17,H_17,19,17,17,17,home
71,Susceptible,adult,19,17,H_17,19,17,13,1,home
72,Susceptible,adult,7,8,H_18,7,8,19,7,home
73,Susceptible,child,7,8,H_18,7,8,15,15,home
74,Susceptible,child,7,8,H_18,7,8,15,15,home
75,Susceptible,adult,7,8,H_18,7,8,12,7,home
76,Susceptible,senior,13,8,H_19,13,8,19,15,home
77,Susceptible,child,13,8,H_19,13,8,15,15,home
78,Susceptible,child,13,8,H_19,13,8,5,5,home
79,Susceptible,senior,13,8,H_19,13,8,18,12,home
80,Susceptible,adult,0,3,H_20,0,3,3,4,home
81,Susceptible,senior,0,3,H_20,0,3,3,0,home
82,Susceptible,child,0,3,H_20,0,3,5,5,home
83,Susceptible,senior,0,3,H_20,0,3,13,18,home
84,Susceptible,senior,12,13,H_21,12,13,0,9,home
85,Susceptible,adult,12,13,H_21,12,13,2,4,home
86,Susceptible,adult,12,13,H_21,12,13,11,5,home
87,Susceptible,child,12,13,H_21,12,13,15,15,home
88,Susceptible,adult,3,0,H_22,3,0,6,9,home
89,Susceptible,adult,3,0,H_22,3,0,15,2,home
90,Susceptible,adult,3,0,H_22,3,0,19,0,home
91,Vaccinated,adult,3,0,H_22,3,0,6,16,home
92,Vaccinated,child,4,10,H_23,4,10,15,15,home
93,Vaccinated,adult,4,10,H_23,4,10,10,3,home
94,Susceptible,adult,4,10,H_23,4,10,14,18,home
95,Susceptible,adult,4,10,H_23,4,10,9,18,home
96,Susceptible,child,11,5,H_24,11,5,5,5,home
97,Vaccinated,adult,11,5,H_24,11,5,16,0,home
98,Susceptible,adult,11,5,H_24,11,5,15,18,home
99,Susceptible,adult,11,5,H_24,11,5,5,3,home
