agent_id,state,age_group,x,y,household_id,home_x,home_y,work_x,work_y,current_location_type
80,Susceptible,child,11,14,H_20,11,14,5,5,home
81,Susceptible,child,11,14,H_20,11,14,5,5,home
82,Susceptible,adult,11,14,H_20,11,14,12,13,home
83,Susceptible,adult,11,14,H_20,11,14,19,1,home
84,Susceptible,senior,14,4,H_21,14,4,6,5,home
85,Susceptible,senior,14,4,H_21,14,4,6,2,home
86,Susceptible,adult,14,4,H_21,14,4,18,8,home
87,Susceptible,adult,14,4,H_21,14,4,12,0,home
88,Susceptible,senior,11,9,H_22,11,9,11,19,home
89,Susceptible,senior,11,9,H_22,11,9,12,10,home
90,Susceptible,adult,11,9,H_22,11,9,9,16,home
91,Vaccinated,adult,11,9,H_22,11,9,16,15,home
92,Vaccinated,child,9,7,H_23,9,7,5,5,home
93,Vaccinated,adult,9,7,H_23,9,7,7,1,home
94,Susceptible,child,9,7,H_23,9,7,5,5,home
95,Susceptible,adult,9,7,H_23,9,7,18,13,home
96,Susceptible,adult,19,6,H_24,19,6,8,6,home
97,Vaccinated,senior,19,6,H_24,19,6,13,9,home
98,Susceptible,child,19,6,H_24,19,6,15,15,home
99,Susceptible,child,19,6,H_24,19,6,5,5,home
