agent_id,state,age_group,x,y,household_id,home_x,home_y,work_x,work_y,current_location_type
64,Susceptible,child,6,12,H_16,6,12,5,5,home
65,Susceptible,senior,6,12,H_16,6,12,17,2,home
66,Susceptible,adult,6,12,H_16,6,12,10,3,home
67,Susceptible,adult,6,12,H_16,6,12,17,0,home
68,Susceptible,adult,5,18,H_17,5,18,15,18,home
69,Susceptible,adult,5,18,H_17,5,18,5,10,home
70,Vaccinated,child,5,18,H_17,5,18,5,5,home
71,Susceptible,adult,5,18,H_17,5,18,12,17,home
72,Susceptible,adult,7,4,H_18,7,4,0,9,home
73,Susceptible,adult,7,4,H_18,7,4,10,9,home
74,Susceptible,child,7,4,H_18,7,4,5,5,home
75,Susceptible,child,7,4,H_18,7,4,5,5,home
76,Susceptible,adult,7,18,H_19,7,18,15,2,home
77,Susceptible,adult,7,18,H_19,7,18,18,11,home
78,Susceptible,child,7,18,H_19,7,18,15,15,home
79,Susceptible,child,7,18,H_19,7,18,5,5,home
80,Susceptible,adult,17,11,H_20,17,11,12,10,home
81,Susceptible,adult,17,11,H_20,17,11,19,15,home
82,Susceptible,adult,17,11,H_20,17,11,3,9,home
83,Susceptible,adult,17,11,H_20,17,11,14,13,home
84,Susceptible,adult,7,10,H_21,7,10,7,8,home
85,Susceptible,adult,7,10,H_21,7,10,2,17,home
86,Susceptible,adult,7,10,H_21,7,10,2,8,home
87,Susceptible,adult,7,10,H_21,7,10,11,0,home
88,Susceptible,adult,19,6,H_22,19,6,15,19,home
89,Susceptible,adult,19,6,H_22,19,6,3,6,home
90,Susceptible,adult,19,6,H_22,19,6,18,2,home
91,Vaccinated,adult,19,6,H_22,19,6,14,5,home
92,Vaccinated,adult,19,3,H_23,19,3,1,9,home
93,Vaccinated,adult,19,3,H_23,19,3,16,3,home
94,Susceptible,child,19,3,H_23,19,3,15,15,home
95,Susceptible,senior,19,3,H_23,19,3,8,0,home
96,Susceptible,adult,9,5,H_24,9,5,4,14,home
97,Vaccinated,child,9,5,H_24,9,5,15,15,home
98,Susceptible,child,9,5,H_24,9,5,5,5,home
99,Susceptible,adult,9,5,H_24,9,5,4,0,home
